item_id,transaction_id,product_id,quantity,unit_price,line_total
ITEM02888,TXN00967,PROD0333,3,125.8,377.4
ITEM02889,TXN00967,PROD0464,1,21.09,21.09
ITEM02890,TXN00967,PROD0153,1,310.24,310.24
ITEM02891,TXN00967,PROD0378,1,294.68,294.68
ITEM02892,TXN00967,PROD0270,2,450.11,900.22
ITEM02893,TXN00968,PROD0088,3,226.3,678.9
ITEM02894,TXN00968,PROD0207,2,191.64,383.28
ITEM02895,TXN00968,PROD0073,1,487.16,487.16
ITEM02896,TXN00969,PROD0072,3,386.89,1160.67
ITEM02897,TXN00969,PROD0021,1,243.29,243.29
ITEM02898,TXN00970,PROD0046,2,118.16,236.32
ITEM02899,TXN00971,PROD0321,3,277.2,831.6
ITEM02900,TXN00971,PROD0209,3,482.54,1447.62
ITEM02901,TXN00971,PROD0121,3,64.56,193.68
ITEM02902,TXN00972,PROD0026,3,435.15,1305.45
ITEM02903,TXN00972,PROD0175,3,486.89,1460.67
ITEM02904,TXN00972,PROD0317,1,12.33,12.33
ITEM02905,TXN00972,PROD0331,3,45.66,136.98
ITEM02906,TXN00972,PROD0402,3,384.81,1154.43
ITEM02907,TXN00973,PROD0365,2,182.87,365.74
ITEM02908,TXN00973,PROD0142,3,246.07,738.21
ITEM02909,TXN00973,PROD0493,2,299.81,599.62
ITEM02910,TXN00973,PROD0278,1,433.53,433.53
ITEM02911,TXN00973,PROD0308,3,88.72,266.16
ITEM02912,TXN00974,PROD0099,3,77.94,233.82
ITEM02913,TXN00974,PROD0299,3,285.89,857.67
ITEM02914,TXN00974,PROD0202,1,287.51,287.51
ITEM02915,TXN00974,PROD0424,1,341.78,341.78
ITEM02916,TXN00975,PROD0245,3,195.34,586.02
ITEM02917,TXN00975,PROD0481,2,90.18,180.36
ITEM02918,TXN00975,PROD0259,1,441.27,441.27
ITEM02919,TXN00976,PROD0187,2,256.76,513.52
ITEM02920,TXN00976,PROD0155,1,116.52,116.52
ITEM02921,TXN00976,PROD0266,3,71.58,214.74
ITEM02922,TXN00977,PROD0418,3,30.6,91.8
ITEM02923,TXN00977,PROD0340,2,46.53,93.06
ITEM02924,TXN00978,PROD0221,1,201.09,201.09
ITEM02925,TXN00978,PROD0232,2,403.13,806.26
ITEM02926,TXN00978,PROD0357,2,86.8,173.6
ITEM02927,TXN00978,PROD0080,1,472.88,472.88
ITEM02928,TXN00979,PROD0314,2,149.8,299.6
ITEM02929,TXN00980,PROD0279,1,180.65,180.65
ITEM02930,TXN00980,PROD0218,1,259.61,259.61
ITEM02931,TXN00980,PROD0271,3,473.28,1419.84
ITEM02932,TXN00981,PROD0141,1,248.17,248.17
ITEM02933,TXN00981,PROD0108,3,68.17,204.51
ITEM02934,TXN00981,PROD0472,1,259.51,259.51
ITEM02935,TXN00982,PROD0336,3,161.93,485.79
ITEM02936,TXN00983,PROD0273,2,213.09,426.18
ITEM02937,TXN00984,PROD0205,2,267.65,535.3
ITEM02938,TXN00984,PROD0494,1,478.97,478.97
ITEM02939,TXN00984,PROD0115,3,413.95,1241.85
ITEM02940,TXN00984,PROD0401,1,19.79,19.79
ITEM02941,TXN00985,PROD0499,3,344.19,1032.57
ITEM02942,TXN00985,PROD0227,3,484.79,1454.37
ITEM02943,TXN00986,PROD0207,1,191.64,191.64
ITEM02944,TXN00986,PROD0003,2,349.54,699.08
ITEM02945,TXN00986,PROD0122,1,467.28,467.28
ITEM02946,TXN00986,PROD0472,2,259.51,519.02
ITEM02947,TXN00986,PROD0363,2,374.93,749.86
ITEM02948,TXN00987,PROD0196,3,357.9,1073.7
ITEM02949,TXN00987,PROD0105,2,23.1,46.2
ITEM02950,TXN00988,PROD0215,3,434.8,1304.4
ITEM02951,TXN00988,PROD0185,2,322.49,644.98
ITEM02952,TXN00988,PROD0279,3,180.65,541.95
ITEM02953,TXN00989,PROD0400,2,299.72,599.44
ITEM02954,TXN00989,PROD0414,1,349.22,349.22
ITEM02955,TXN00989,PROD0222,1,382.83,382.83
ITEM02956,TXN00989,PROD0118,3,413.51,1240.53
ITEM02957,TXN00990,PROD0194,2,181.9,363.8
ITEM02958,TXN00990,PROD0331,1,45.66,45.66
ITEM02959,TXN00990,PROD0197,3,418.24,1254.72
ITEM02960,TXN00990,PROD0076,1,391.23,391.23
ITEM02961,TXN00991,PROD0460,2,480.41,960.82
ITEM02962,TXN00991,PROD0280,1,318.05,318.05
ITEM02963,TXN00991,PROD0058,3,115.69,347.07
ITEM02964,TXN00991,PROD0132,1,273.85,273.85
ITEM02965,TXN00991,PROD0258,3,52.55,157.65
ITEM02966,TXN00992,PROD0479,2,394.63,789.26
ITEM02967,TXN00992,PROD0404,1,346.37,346.37
ITEM02968,TXN00992,PROD0174,3,452.59,1357.77
ITEM02969,TXN00992,PROD0021,2,243.29,486.58
ITEM02970,TXN00992,PROD0128,2,29.46,58.92
ITEM02971,TXN00993,PROD0376,3,263.25,789.75
ITEM02972,TXN00993,PROD0047,3,79.01,237.03
ITEM02973,TXN00994,PROD0095,1,329.63,329.63
ITEM02974,TXN00994,PROD0372,2,494.95,989.9
ITEM02975,TXN00994,PROD0085,3,320.26,960.78
ITEM02976,TXN00994,PROD0484,2,83.57,167.14
ITEM02977,TXN00995,PROD0247,2,414.67,829.34
ITEM02978,TXN00995,PROD0469,3,491.54,1474.62
ITEM02979,TXN00996,PROD0408,1,212.0,212.0
ITEM02980,TXN00997,PROD0053,2,158.47,316.94
ITEM02981,TXN00997,PROD0088,3,226.3,678.9
ITEM02982,TXN00997,PROD0214,1,496.25,496.25
ITEM02983,TXN00997,PROD0430,3,20.22,60.66
ITEM02984,TXN00998,PROD0230,3,291.31,873.93
ITEM02985,TXN00998,PROD0403,2,92.19,184.38
ITEM02986,TXN00998,PROD0492,2,299.37,598.74
ITEM02987,TXN00998,PROD0250,1,92.61,92.61
ITEM02988,TXN00998,PROD0217,3,473.03,1419.09
ITEM02989,TXN00999,PROD0052,2,105.84,211.68
ITEM02990,TXN00999,PROD0340,2,46.53,93.06
ITEM02991,TXN00999,PROD0295,3,260.18,780.54
ITEM02992,TXN01000,PROD0461,2,196.01,392.02
ITEM02993,TXN01001,PROD0307,1,86.37,86.37
ITEM02994,TXN01001,PROD0372,3,494.95,1484.85
ITEM02995,TXN01002,PROD0255,2,493.27,986.54
ITEM02996,TXN01002,PROD0340,1,46.53,46.53
ITEM02997,TXN01003,PROD0121,3,64.56,193.68
ITEM02998,TXN01003,PROD0480,2,208.95,417.9
ITEM02999,TXN01004,PROD0412,3,345.42,1036.26
ITEM03000,TXN01004,PROD0069,3,439.44,1318.32
ITEM03001,TXN01005,PROD0467,2,328.41,656.82
ITEM03002,TXN01006,PROD0465,1,264.04,264.04
ITEM03003,TXN01007,PROD0181,1,464.53,464.53
ITEM03004,TXN01007,PROD0120,2,343.63,687.26
ITEM03005,TXN01007,PROD0052,1,105.84,105.84
ITEM03006,TXN01007,PROD0324,1,201.34,201.34
ITEM03007,TXN01007,PROD0453,1,423.31,423.31
ITEM03008,TXN01008,PROD0335,3,411.73,1235.19
ITEM03009,TXN01008,PROD0074,3,436.7,1310.1
ITEM03010,TXN01008,PROD0320,2,453.42,906.84
ITEM03011,TXN01008,PROD0201,3,35.69,107.07
ITEM03012,TXN01008,PROD0227,3,484.79,1454.37
ITEM03013,TXN01009,PROD0262,2,57.42,114.84
ITEM03014,TXN01009,PROD0430,1,20.22,20.22
ITEM03015,TXN01009,PROD0105,1,23.1,23.1
ITEM03016,TXN01009,PROD0115,3,413.95,1241.85
ITEM03017,TXN01010,PROD0386,2,228.29,456.58
ITEM03018,TXN01010,PROD0475,2,229.65,459.3
ITEM03019,TXN01010,PROD0409,1,195.82,195.82
ITEM03020,TXN01010,PROD0481,3,90.18,270.54
ITEM03021,TXN01010,PROD0297,2,113.51,227.02
ITEM03022,TXN01011,PROD0448,2,266.58,533.16
ITEM03023,TXN01012,PROD0326,3,91.28,273.84
ITEM03024,TXN01013,PROD0420,3,179.06,537.18
ITEM03025,TXN01013,PROD0218,3,259.61,778.83
ITEM03026,TXN01013,PROD0422,1,24.21,24.21
ITEM03027,TXN01013,PROD0352,3,458.15,1374.45
ITEM03028,TXN01013,PROD0012,1,386.75,386.75
ITEM03029,TXN01014,PROD0204,3,369.94,1109.82
ITEM03030,TXN01015,PROD0454,3,271.38,814.14
ITEM03031,TXN01015,PROD0431,1,380.81,380.81
ITEM03032,TXN01016,PROD0257,1,497.98,497.98
ITEM03033,TXN01016,PROD0434,1,158.58,158.58
ITEM03034,TXN01017,PROD0477,3,416.97,1250.91
ITEM03035,TXN01017,PROD0420,3,179.06,537.18
ITEM03036,TXN01017,PROD0448,1,266.58,266.58
ITEM03037,TXN01017,PROD0494,1,478.97,478.97
ITEM03038,TXN01018,PROD0382,3,160.98,482.94
ITEM03039,TXN01019,PROD0131,1,256.24,256.24
ITEM03040,TXN01019,PROD0268,1,240.92,240.92
ITEM03041,TXN01020,PROD0459,3,176.23,528.69
ITEM03042,TXN01020,PROD0397,2,476.24,952.48
ITEM03043,TXN01020,PROD0083,1,190.47,190.47
ITEM03044,TXN01020,PROD0339,3,134.72,404.16
ITEM03045,TXN01021,PROD0380,2,34.33,68.66
ITEM03046,TXN01021,PROD0092,3,150.71,452.13
ITEM03047,TXN01021,PROD0109,3,196.93,590.79
ITEM03048,TXN01021,PROD0310,2,281.22,562.44
ITEM03049,TXN01022,PROD0486,1,307.8,307.8
ITEM03050,TXN01022,PROD0240,2,236.27,472.54
ITEM03051,TXN01022,PROD0227,3,484.79,1454.37
ITEM03052,TXN01023,PROD0103,1,361.56,361.56
ITEM03053,TXN01024,PROD0002,3,453.62,1360.86
ITEM03054,TXN01024,PROD0018,2,414.71,829.42
ITEM03055,TXN01024,PROD0255,1,493.27,493.27
ITEM03056,TXN01025,PROD0296,2,494.84,989.68
ITEM03057,TXN01025,PROD0391,2,345.73,691.46
ITEM03058,TXN01025,PROD0089,2,163.39,326.78
ITEM03059,TXN01025,PROD0375,3,193.99,581.97
ITEM03060,TXN01025,PROD0402,3,384.81,1154.43
ITEM03061,TXN01026,PROD0148,2,96.64,193.28
ITEM03062,TXN01026,PROD0053,2,158.47,316.94
ITEM03063,TXN01026,PROD0091,2,324.67,649.34
ITEM03064,TXN01027,PROD0329,3,498.98,1496.94
ITEM03065,TXN01027,PROD0017,1,43.8,43.8
ITEM03066,TXN01027,PROD0433,1,105.93,105.93
ITEM03067,TXN01028,PROD0242,3,62.38,187.14
ITEM03068,TXN01028,PROD0276,1,357.32,357.32
ITEM03069,TXN01028,PROD0346,3,156.37,469.11
ITEM03070,TXN01028,PROD0450,2,126.29,252.58
ITEM03071,TXN01028,PROD0469,3,491.54,1474.62
ITEM03072,TXN01029,PROD0013,3,110.22,330.66
ITEM03073,TXN01029,PROD0207,2,191.64,383.28
ITEM03074,TXN01029,PROD0408,2,212.0,424.0
ITEM03075,TXN01030,PROD0316,2,154.99,309.98
ITEM03076,TXN01030,PROD0329,2,498.98,997.96
ITEM03077,TXN01030,PROD0128,2,29.46,58.92
ITEM03078,TXN01030,PROD0351,3,389.84,1169.52
ITEM03079,TXN01030,PROD0365,3,182.87,548.61
ITEM03080,TXN01031,PROD0447,3,194.3,582.9
ITEM03081,TXN01031,PROD0289,1,440.69,440.69
ITEM03082,TXN01031,PROD0399,2,471.16,942.32
ITEM03083,TXN01031,PROD0489,2,351.32,702.64
ITEM03084,TXN01032,PROD0324,3,201.34,604.02
ITEM03085,TXN01032,PROD0400,3,299.72,899.16
ITEM03086,TXN01033,PROD0059,1,219.35,219.35
ITEM03087,TXN01033,PROD0133,2,313.02,626.04
ITEM03088,TXN01033,PROD0320,3,453.42,1360.26
ITEM03089,TXN01034,PROD0270,3,450.11,1350.33
ITEM03090,TXN01034,PROD0406,1,453.7,453.7
ITEM03091,TXN01034,PROD0246,2,187.28,374.56
ITEM03092,TXN01034,PROD0261,3,438.3,1314.9
ITEM03093,TXN01034,PROD0267,3,285.09,855.27
ITEM03094,TXN01035,PROD0322,3,58.41,175.23
ITEM03095,TXN01035,PROD0341,2,317.4,634.8
ITEM03096,TXN01035,PROD0307,1,86.37,86.37
ITEM03097,TXN01035,PROD0016,2,179.59,359.18
ITEM03098,TXN01036,PROD0369,2,317.24,634.48
ITEM03099,TXN01036,PROD0133,3,313.02,939.06
ITEM03100,TXN01037,PROD0220,3,205.85,617.55
ITEM03101,TXN01037,PROD0294,1,161.45,161.45
ITEM03102,TXN01037,PROD0079,1,168.91,168.91
ITEM03103,TXN01037,PROD0375,2,193.99,387.98
ITEM03104,TXN01037,PROD0372,1,494.95,494.95
ITEM03105,TXN01038,PROD0435,3,224.83,674.49
ITEM03106,TXN01038,PROD0092,1,150.71,150.71
ITEM03107,TXN01038,PROD0061,1,440.52,440.52
ITEM03108,TXN01038,PROD0418,1,30.6,30.6
ITEM03109,TXN01038,PROD0207,3,191.64,574.92
ITEM03110,TXN01039,PROD0028,2,443.18,886.36
ITEM03111,TXN01039,PROD0126,1,80.64,80.64
ITEM03112,TXN01039,PROD0348,1,289.31,289.31
ITEM03113,TXN01039,PROD0084,1,400.48,400.48
ITEM03114,TXN01040,PROD0039,3,329.32,987.96
ITEM03115,TXN01041,PROD0362,2,243.69,487.38
ITEM03116,TXN01041,PROD0227,2,484.79,969.58
ITEM03117,TXN01041,PROD0272,2,459.54,919.08
ITEM03118,TXN01041,PROD0254,1,271.34,271.34
ITEM03119,TXN01042,PROD0067,3,46.73,140.19
ITEM03120,TXN01042,PROD0476,2,269.84,539.68
ITEM03121,TXN01043,PROD0476,1,269.84,269.84
ITEM03122,TXN01043,PROD0007,3,382.33,1146.99
ITEM03123,TXN01043,PROD0087,3,210.15,630.45
ITEM03124,TXN01043,PROD0477,1,416.97,416.97
ITEM03125,TXN01043,PROD0069,2,439.44,878.88
ITEM03126,TXN01044,PROD0414,1,349.22,349.22
ITEM03127,TXN01044,PROD0171,1,23.59,23.59
ITEM03128,TXN01044,PROD0066,3,91.46,274.38
ITEM03129,TXN01044,PROD0077,2,341.59,683.18
ITEM03130,TXN01044,PROD0368,2,481.48,962.96
ITEM03131,TXN01045,PROD0090,3,236.79,710.37
ITEM03132,TXN01045,PROD0150,3,223.76,671.28
ITEM03133,TXN01045,PROD0029,3,89.3,267.9
ITEM03134,TXN01046,PROD0046,2,118.16,236.32
ITEM03135,TXN01047,PROD0224,3,248.15,744.45
ITEM03136,TXN01047,PROD0453,3,423.31,1269.93
ITEM03137,TXN01047,PROD0290,3,200.78,602.34
ITEM03138,TXN01047,PROD0293,1,327.12,327.12
ITEM03139,TXN01047,PROD0062,2,351.81,703.62
ITEM03140,TXN01048,PROD0414,2,349.22,698.44
ITEM03141,TXN01048,PROD0459,1,176.23,176.23
ITEM03142,TXN01048,PROD0417,2,21.56,43.12
ITEM03143,TXN01048,PROD0370,1,403.95,403.95
ITEM03144,TXN01048,PROD0304,3,149.47,448.41
ITEM03145,TXN01049,PROD0049,3,89.51,268.53
ITEM03146,TXN01049,PROD0011,3,291.75,875.25
ITEM03147,TXN01050,PROD0172,1,231.92,231.92
ITEM03148,TXN01050,PROD0163,1,312.32,312.32
ITEM03149,TXN01051,PROD0302,3,238.79,716.37
ITEM03150,TXN01051,PROD0469,1,491.54,491.54
ITEM03151,TXN01051,PROD0351,3,389.84,1169.52
ITEM03152,TXN01051,PROD0176,1,479.86,479.86
ITEM03153,TXN01051,PROD0397,2,476.24,952.48
ITEM03154,TXN01052,PROD0491,1,53.06,53.06
ITEM03155,TXN01053,PROD0404,3,346.37,1039.11
ITEM03156,TXN01053,PROD0299,1,285.89,285.89
ITEM03157,TXN01053,PROD0007,2,382.33,764.66
ITEM03158,TXN01053,PROD0430,1,20.22,20.22
ITEM03159,TXN01054,PROD0464,2,21.09,42.18
ITEM03160,TXN01054,PROD0309,1,245.25,245.25
ITEM03161,TXN01054,PROD0102,1,385.02,385.02
ITEM03162,TXN01054,PROD0483,1,306.44,306.44
ITEM03163,TXN01055,PROD0416,3,487.1,1461.3
ITEM03164,TXN01055,PROD0013,2,110.22,220.44
ITEM03165,TXN01056,PROD0194,3,181.9,545.7
ITEM03166,TXN01057,PROD0077,1,341.59,341.59
ITEM03167,TXN01057,PROD0369,1,317.24,317.24
ITEM03168,TXN01058,PROD0450,3,126.29,378.87
ITEM03169,TXN01058,PROD0267,1,285.09,285.09
ITEM03170,TXN01058,PROD0323,2,419.88,839.76
ITEM03171,TXN01059,PROD0040,1,175.18,175.18
ITEM03172,TXN01059,PROD0297,1,113.51,113.51
ITEM03173,TXN01059,PROD0494,3,478.97,1436.91
ITEM03174,TXN01059,PROD0170,1,336.0,336.0
ITEM03175,TXN01059,PROD0346,1,156.37,156.37
ITEM03176,TXN01060,PROD0228,3,325.45,976.35
ITEM03177,TXN01060,PROD0003,3,349.54,1048.62
ITEM03178,TXN01061,PROD0054,3,46.98,140.94
ITEM03179,TXN01062,PROD0415,3,183.81,551.43
ITEM03180,TXN01062,PROD0300,3,382.32,1146.96
ITEM03181,TXN01063,PROD0230,3,291.31,873.93
ITEM03182,TXN01063,PROD0309,3,245.25,735.75
ITEM03183,TXN01063,PROD0258,3,52.55,157.65
ITEM03184,TXN01063,PROD0131,1,256.24,256.24
ITEM03185,TXN01063,PROD0297,3,113.51,340.53
ITEM03186,TXN01064,PROD0242,3,62.38,187.14
ITEM03187,TXN01064,PROD0247,2,414.67,829.34
ITEM03188,TXN01064,PROD0037,2,189.81,379.62
ITEM03189,TXN01064,PROD0410,2,471.18,942.36
ITEM03190,TXN01064,PROD0085,1,320.26,320.26
ITEM03191,TXN01065,PROD0213,3,273.79,821.37
ITEM03192,TXN01065,PROD0045,1,479.85,479.85
ITEM03193,TXN01066,PROD0059,3,219.35,658.05
ITEM03194,TXN01066,PROD0068,1,341.28,341.28
ITEM03195,TXN01067,PROD0122,3,467.28,1401.84
ITEM03196,TXN01067,PROD0091,3,324.67,974.01
ITEM03197,TXN01068,PROD0265,1,315.14,315.14
ITEM03198,TXN01068,PROD0071,3,332.52,997.56
ITEM03199,TXN01068,PROD0415,1,183.81,183.81
ITEM03200,TXN01068,PROD0067,1,46.73,46.73
ITEM03201,TXN01068,PROD0451,3,27.24,81.72
ITEM03202,TXN01069,PROD0283,1,186.99,186.99
ITEM03203,TXN01069,PROD0053,2,158.47,316.94
ITEM03204,TXN01069,PROD0066,3,91.46,274.38
ITEM03205,TXN01069,PROD0387,2,118.09,236.18
ITEM03206,TXN01069,PROD0245,2,195.34,390.68
ITEM03207,TXN01070,PROD0036,1,19.89,19.89
ITEM03208,TXN01070,PROD0077,1,341.59,341.59
ITEM03209,TXN01070,PROD0292,2,100.58,201.16
ITEM03210,TXN01070,PROD0156,2,467.61,935.22
ITEM03211,TXN01071,PROD0236,2,25.66,51.32
ITEM03212,TXN01071,PROD0144,1,146.7,146.7
ITEM03213,TXN01072,PROD0083,2,190.47,380.94
ITEM03214,TXN01072,PROD0020,2,329.07,658.14
ITEM03215,TXN01072,PROD0023,2,108.89,217.78
ITEM03216,TXN01072,PROD0246,1,187.28,187.28
ITEM03217,TXN01073,PROD0106,2,18.42,36.84
ITEM03218,TXN01073,PROD0182,1,56.42,56.42
ITEM03219,TXN01073,PROD0160,2,386.96,773.92
ITEM03220,TXN01073,PROD0040,1,175.18,175.18
ITEM03221,TXN01073,PROD0085,1,320.26,320.26
ITEM03222,TXN01074,PROD0003,2,349.54,699.08
ITEM03223,TXN01074,PROD0392,2,363.16,726.32
ITEM03224,TXN01075,PROD0418,3,30.6,91.8
ITEM03225,TXN01076,PROD0343,1,115.56,115.56
ITEM03226,TXN01076,PROD0478,2,159.96,319.92
ITEM03227,TXN01076,PROD0022,1,36.93,36.93
ITEM03228,TXN01077,PROD0344,1,320.79,320.79
ITEM03229,TXN01077,PROD0472,1,259.51,259.51
ITEM03230,TXN01077,PROD0104,3,113.56,340.68
ITEM03231,TXN01077,PROD0227,3,484.79,1454.37
ITEM03232,TXN01078,PROD0086,3,379.96,1139.88
ITEM03233,TXN01078,PROD0067,2,46.73,93.46
ITEM03234,TXN01079,PROD0221,3,201.09,603.27
ITEM03235,TXN01079,PROD0338,3,51.75,155.25
ITEM03236,TXN01080,PROD0158,1,389.94,389.94
ITEM03237,TXN01080,PROD0060,2,32.31,64.62
ITEM03238,TXN01080,PROD0364,1,348.77,348.77
ITEM03239,TXN01080,PROD0363,3,374.93,1124.79
ITEM03240,TXN01081,PROD0116,1,76.88,76.88
ITEM03241,TXN01081,PROD0110,2,343.41,686.82
ITEM03242,TXN01081,PROD0475,3,229.65,688.95
ITEM03243,TXN01081,PROD0324,3,201.34,604.02
ITEM03244,TXN01081,PROD0477,3,416.97,1250.91
ITEM03245,TXN01082,PROD0493,3,299.81,899.43
ITEM03246,TXN01082,PROD0141,2,248.17,496.34
ITEM03247,TXN01083,PROD0270,3,450.11,1350.33
ITEM03248,TXN01084,PROD0418,1,30.6,30.6
ITEM03249,TXN01084,PROD0111,2,56.3,112.6
ITEM03250,TXN01084,PROD0484,1,83.57,83.57
ITEM03251,TXN01084,PROD0447,2,194.3,388.6
ITEM03252,TXN01084,PROD0039,2,329.32,658.64
ITEM03253,TXN01085,PROD0018,1,414.71,414.71
ITEM03254,TXN01086,PROD0387,3,118.09,354.27
ITEM03255,TXN01086,PROD0117,3,44.3,132.9
ITEM03256,TXN01086,PROD0446,1,257.82,257.82
ITEM03257,TXN01086,PROD0340,3,46.53,139.59
ITEM03258,TXN01087,PROD0047,2,79.01,158.02
ITEM03259,TXN01087,PROD0318,3,459.41,1378.23
ITEM03260,TXN01087,PROD0447,3,194.3,582.9
ITEM03261,TXN01087,PROD0167,3,105.95,317.85
ITEM03262,TXN01088,PROD0445,2,75.1,150.2
ITEM03263,TXN01089,PROD0298,2,476.53,953.06
ITEM03264,TXN01090,PROD0148,3,96.64,289.92
ITEM03265,TXN01090,PROD0174,2,452.59,905.18
ITEM03266,TXN01090,PROD0112,3,452.51,1357.53
ITEM03267,TXN01090,PROD0331,3,45.66,136.98
ITEM03268,TXN01090,PROD0108,3,68.17,204.51
ITEM03269,TXN01091,PROD0273,2,213.09,426.18
ITEM03270,TXN01091,PROD0394,2,32.08,64.16
ITEM03271,TXN01091,PROD0365,3,182.87,548.61
ITEM03272,TXN01091,PROD0260,3,48.14,144.42
ITEM03273,TXN01091,PROD0432,2,211.07,422.14
ITEM03274,TXN01092,PROD0071,2,332.52,665.04
ITEM03275,TXN01092,PROD0081,2,86.82,173.64
ITEM03276,TXN01092,PROD0133,3,313.02,939.06
ITEM03277,TXN01093,PROD0221,1,201.09,201.09
ITEM03278,TXN01093,PROD0054,2,46.98,93.96
ITEM03279,TXN01093,PROD0139,2,210.49,420.98
ITEM03280,TXN01093,PROD0270,2,450.11,900.22
ITEM03281,TXN01094,PROD0188,2,79.22,158.44
ITEM03282,TXN01095,PROD0087,1,210.15,210.15
ITEM03283,TXN01095,PROD0149,3,311.08,933.24
ITEM03284,TXN01095,PROD0268,2,240.92,481.84
ITEM03285,TXN01095,PROD0457,3,34.45,103.35
ITEM03286,TXN01096,PROD0097,1,87.05,87.05
ITEM03287,TXN01096,PROD0185,2,322.49,644.98
ITEM03288,TXN01096,PROD0171,2,23.59,47.18
ITEM03289,TXN01097,PROD0009,1,444.51,444.51
ITEM03290,TXN01097,PROD0118,3,413.51,1240.53
ITEM03291,TXN01097,PROD0361,3,402.34,1207.02
ITEM03292,TXN01097,PROD0388,1,10.05,10.05
ITEM03293,TXN01098,PROD0197,2,418.24,836.48
ITEM03294,TXN01098,PROD0474,1,332.0,332.0
ITEM03295,TXN01098,PROD0317,3,12.33,36.99
ITEM03296,TXN01098,PROD0185,2,322.49,644.98
ITEM03297,TXN01099,PROD0143,3,168.69,506.07
ITEM03298,TXN01099,PROD0035,1,285.08,285.08
ITEM03299,TXN01099,PROD0427,3,442.62,1327.86
ITEM03300,TXN01099,PROD0331,3,45.66,136.98
ITEM03301,TXN01100,PROD0126,2,80.64,161.28
ITEM03302,TXN01100,PROD0249,1,38.03,38.03
ITEM03303,TXN01100,PROD0482,2,447.56,895.12
ITEM03304,TXN01100,PROD0017,2,43.8,87.6
ITEM03305,TXN01100,PROD0365,3,182.87,548.61
ITEM03306,TXN01101,PROD0202,3,287.51,862.53
ITEM03307,TXN01101,PROD0260,1,48.14,48.14
ITEM03308,TXN01101,PROD0216,1,137.31,137.31
ITEM03309,TXN01101,PROD0119,2,344.66,689.32
ITEM03310,TXN01102,PROD0020,3,329.07,987.21
ITEM03311,TXN01102,PROD0026,3,435.15,1305.45
ITEM03312,TXN01103,PROD0301,1,102.64,102.64
ITEM03313,TXN01103,PROD0472,1,259.51,259.51
ITEM03314,TXN01103,PROD0061,3,440.52,1321.56
ITEM03315,TXN01103,PROD0287,2,71.86,143.72
ITEM03316,TXN01103,PROD0024,3,186.53,559.59
ITEM03317,TXN01104,PROD0186,3,346.06,1038.18
ITEM03318,TXN01104,PROD0429,2,435.9,871.8
ITEM03319,TXN01105,PROD0045,3,479.85,1439.55
ITEM03320,TXN01105,PROD0291,3,339.26,1017.78
ITEM03321,TXN01106,PROD0303,1,68.99,68.99
ITEM03322,TXN01106,PROD0023,2,108.89,217.78
ITEM03323,TXN01106,PROD0146,2,391.74,783.48
ITEM03324,TXN01107,PROD0366,3,318.16,954.48
ITEM03325,TXN01107,PROD0020,2,329.07,658.14
ITEM03326,TXN01107,PROD0279,2,180.65,361.3
ITEM03327,TXN01107,PROD0448,1,266.58,266.58
ITEM03328,TXN01107,PROD0150,1,223.76,223.76
ITEM03329,TXN01108,PROD0479,2,394.63,789.26
ITEM03330,TXN01108,PROD0322,2,58.41,116.82
ITEM03331,TXN01108,PROD0397,2,476.24,952.48
ITEM03332,TXN01108,PROD0243,2,241.51,483.02
ITEM03333,TXN01108,PROD0264,2,482.86,965.72
ITEM03334,TXN01109,PROD0386,1,228.29,228.29
ITEM03335,TXN01109,PROD0011,2,291.75,583.5
ITEM03336,TXN01109,PROD0252,2,282.96,565.92
ITEM03337,TXN01109,PROD0401,2,19.79,39.58
ITEM03338,TXN01109,PROD0345,1,246.72,246.72
ITEM03339,TXN01110,PROD0465,3,264.04,792.12
ITEM03340,TXN01110,PROD0324,2,201.34,402.68
ITEM03341,TXN01111,PROD0132,1,273.85,273.85
ITEM03342,TXN01111,PROD0109,1,196.93,196.93
ITEM03343,TXN01112,PROD0130,2,311.92,623.84
ITEM03344,TXN01113,PROD0063,1,484.83,484.83
ITEM03345,TXN01113,PROD0237,1,282.41,282.41
ITEM03346,TXN01114,PROD0065,2,432.01,864.02
ITEM03347,TXN01114,PROD0011,2,291.75,583.5
ITEM03348,TXN01115,PROD0352,1,458.15,458.15
ITEM03349,TXN01115,PROD0336,1,161.93,161.93
ITEM03350,TXN01115,PROD0139,3,210.49,631.47
ITEM03351,TXN01116,PROD0252,3,282.96,848.88
ITEM03352,TXN01116,PROD0227,1,484.79,484.79
ITEM03353,TXN01116,PROD0029,1,89.3,89.3
ITEM03354,TXN01116,PROD0255,3,493.27,1479.81
ITEM03355,TXN01117,PROD0148,2,96.64,193.28
ITEM03356,TXN01117,PROD0126,1,80.64,80.64
ITEM03357,TXN01117,PROD0293,2,327.12,654.24
ITEM03358,TXN01118,PROD0314,3,149.8,449.4
ITEM03359,TXN01119,PROD0041,1,264.56,264.56
ITEM03360,TXN01120,PROD0283,1,186.99,186.99
ITEM03361,TXN01120,PROD0175,2,486.89,973.78
ITEM03362,TXN01120,PROD0257,1,497.98,497.98
ITEM03363,TXN01120,PROD0365,1,182.87,182.87
ITEM03364,TXN01120,PROD0220,1,205.85,205.85
ITEM03365,TXN01121,PROD0095,3,329.63,988.89
ITEM03366,TXN01122,PROD0401,1,19.79,19.79
